Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered,total_tests,total_recovered,active_cases
26-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,846704,50930,34756
26-04-2020,Gujarat,22.2587,71.1924,3071,133,282,256,0,17,127345763,2960386,9994
26-04-2020,Haryana,29.0588,76.0856,289,3,176,17,0,20,305941,15427,15
26-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,22,0,0,4,194894,12323,299
26-04-2020,Jammu and Kashmir,33.7782,76.5762,494,6,112,40,0,3,3305829,575583,453
26-04-2020,Jharkhand,23.6102,85.2799,67,3,13,10,0,5,2470170,,
26-04-2020,Karnataka,15.3173,75.7139,500,18,158,26,0,6,3693367,442182,48850
26-04-2020,Kerala,10.8505,76.2711,457,4,338,7,0,7,1950448,150662,7298
26-04-2020,Ladakh,34.2996,78.2932,20,0,14,0,0,0,317211,15701,26
26-04-2020,Madhya Pradesh,22.9734,78.6569,2096,99,210,244,0,0,23693,9632,10
26-04-2020,Maharashtra,19.7515,75.7139,7628,323,1076,811,0,236,3345340,514836,56530
26-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,4836364,455757,7670
26-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,778000,7693,26937
26-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,8632,,
26-04-2020,Odisha,20.9517,85.0985,94,1,33,0,0,0,517703,62875,1036
26-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0,10832080,,
26-04-2020,Punjab,31.1471,75.3412,298,17,67,0,0,0,271490188,28156674,856871
26-04-2020,Rajasthan,27.0238,74.2179,2083,33,493,49,0,263,631628,11254,70133
26-04-2020,Tamil Nadu,11.1271,78.6569,1821,23,960,66,0,94,,,
26-04-2020,Telengana,18.1124,79.0193,991,26,280,7,0,27,1594523,47297,7
26-04-2020,Tripura,23.9408,91.9882,2,0,2,0,0,1,155686,11591,43
26-04-2020,Uttar Pradesh,26.8467,80.9462,1843,29,289,222,0,42,16920079,1637293,1117
26-04-2020,Uttarakhand,30.0668,79.0193,48,0,26,0,0,1,122332384,23956700,1685607
26-04-2020,West Bengal,22.9868,87.855,611,18,105,40,0,2,2442206,159788,47
27-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,11,0,0,0,534283,16579,1448
27-04-2020,Andhra Pradesh,15.9129,79.74,1097,31,231,36,0,60,81233888,3306014,57014
27-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,164926,2761,9189
27-04-2020,Assam,26.2006,92.9376,36,1,27,0,0,8,157363,14634,1489
27-04-2020,Bihar,25.0961,85.3131,274,2,56,31,0,10,938039,2250,137026
27-04-2020,Chandigarh,30.7333,76.7794,30,0,17,2,0,2,4543522,831794,2291
27-04-2020,Chhattisgarh,21.2787,81.8661,37,0,32,0,0,0,136655,8010,41
27-04-2020,Delhi,28.7041,77.1025,2918,54,877,293,0,8,660107,36113,42
27-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,610906,62301,275
27-04-2020,Gujarat,22.2587,71.1924,3301,151,313,230,0,31,132422,29605,273
27-04-2020,Haryana,29.0588,76.0856,289,3,176,0,0,0,,29,0
27-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,22,0,0,0,1365056,132358,281136
27-04-2020,Jammu and Kashmir,33.7782,76.5762,523,6,137,29,0,25,11394556,1821435,42170
27-04-2020,Jharkhand,23.6102,85.2799,82,3,13,15,0,0,2264004,,
27-04-2020,Karnataka,15.3173,75.7139,503,19,182,3,0,24,843836914,42579693,17692
27-04-2020,Kerala,10.8505,76.2711,458,4,338,1,0,0,97245391,5889534,4784
27-04-2020,Ladakh,34.2996,78.2932,20,0,14,0,0,0,51771715,7020835,65992
27-04-2020,Madhya Pradesh,22.9734,78.6569,2096,103,302,0,0,92,18529376,2299985,1257
27-04-2020,Maharashtra,19.7515,75.7139,8068,342,1076,440,0,0,12144747,1499879,28369
27-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,150753,26794,1517
27-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,41373364,4081150,14894
27-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,217853667,15894511,998118
27-04-2020,Odisha,20.9517,85.0985,103,1,35,9,0,2,1031235,84883,44102
27-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0,50444181,7951587,356585
27-04-2020,Punjab,31.1471,75.3412,313,18,71,15,0,4,16670254,1678941,1227
27-04-2020,Rajasthan,27.0238,74.2179,2185,33,518,102,0,25,11575012,1291669,306
27-04-2020,Tamil Nadu,11.1271,78.6569,1885,24,1020,64,0,60,3630986,318142,235
27-04-2020,Telengana,18.1124,79.0193,1002,26,280,11,0,0,,2602,478
27-04-2020,Tripura,23.9408,91.9882,2,0,2,0,0,0,8071763,629114,405
27-04-2020,Uttar Pradesh,26.8467,80.9462,1868,29,289,25,0,0,1907195,196406,1596
27-04-2020,Uttarakhand,30.0668,79.0193,50,0,28,2,0,2,1232128,,
27-04-2020,West Bengal,22.9868,87.855,649,20,105,38,0,0,7217715,816253,3648
28-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,11,0,0,0,4795578,1084853,2696
28-04-2020,Andhra Pradesh,15.9129,79.74,1183,31,235,86,0,4,431221,24155,8058
28-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,139824,5747,1410
28-04-2020,Assam,26.2006,92.9376,36,1,27,0,0,0,2477219,490973,4501
28-04-2020,Bihar,25.0961,85.3131,345,2,57,71,0,1,102174,17192,71
28-04-2020,Chandigarh,30.7333,76.7794,40,0,17,10,0,0,9954903,1032609,18883
28-04-2020,Chhattisgarh,21.2787,81.8661,37,0,32,0,0,0,4248188,235939,7170
28-04-2020,Delhi,28.7041,77.1025,3108,54,877,190,0,0,2034606,300761,634
28-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,430995,59370,3473
28-04-2020,Gujarat,22.2587,71.1924,3548,162,394,247,0,81,578807,82703,548
28-04-2020,Haryana,29.0588,76.0856,296,3,183,7,0,7,59274648,4409159,31102
28-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,22,0,0,0,2213831,163687,15498
28-04-2020,Jammu and Kashmir,33.7782,76.5762,546,7,164,23,0,27,675008,30088,182
28-04-2020,Jharkhand,23.6102,85.2799,82,3,13,0,0,0,1904970,90076,2719
28-04-2020,Karnataka,15.3173,75.7139,512,20,193,9,0,11,,14,3
28-04-2020,Kerala,10.8505,76.2711,481,4,355,23,0,17,828928,104,152223
28-04-2020,Ladakh,34.2996,78.2932,20,0,14,0,0,0,816126,57708,150
28-04-2020,Madhya Pradesh,22.9734,78.6569,2168,110,302,72,0,0,358675,36183,664
28-04-2020,Maharashtra,19.7515,75.7139,8590,369,1282,522,0,206,176919,2964,34212
28-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,15855490,5044893,376294
28-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,,1,6
28-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,3216305,504142,1355
28-04-2020,Odisha,20.9517,85.0985,118,1,37,15,0,2,54960,11866,84
28-04-2020,Puducherry,11.9416,79.8083,8,0,3,1,0,0,4030048,313256,154450
28-04-2020,Punjab,31.1471,75.3412,313,18,71,0,0,0,2465201,232955,603
28-04-2020,Rajasthan,27.0238,74.2179,2262,46,669,77,0,151,11238,390,355
28-04-2020,Tamil Nadu,11.1271,78.6569,1937,24,1101,52,0,81,11237010,1149054,670
28-04-2020,Telengana,18.1124,79.0193,1004,26,321,2,0,41,1319772,223190,102
28-04-2020,Tripura,23.9408,91.9882,2,0,2,0,0,0,8083326,592089,1617
28-04-2020,Uttar Pradesh,26.8467,80.9462,1955,31,335,87,0,46,1018783,153662,2384
28-04-2020,Uttarakhand,30.0668,79.0193,51,0,33,1,0,5,,5,3
28-04-2020,West Bengal,22.9868,87.855,697,20,109,48,0,4,5669140,966904,142
29-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,15,0,0,4,21107399,7989151,55673
29-04-2020,Andhra Pradesh,15.9129,79.74,1259,31,258,76,0,23,98964,60339,398
29-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,7127584,989005,53755
29-04-2020,Assam,26.2006,92.9376,38,1,27,2,0,0,,4225,14041
29-04-2020,Bihar,25.0961,85.3131,366,2,64,21,0,7,253043,8579,124
29-04-2020,Chandigarh,30.7333,76.7794,56,0,17,16,0,0,5114703,249943,2773
29-04-2020,Chhattisgarh,21.2787,81.8661,38,0,34,1,0,2,,9,0
29-04-2020,Delhi,28.7041,77.1025,3314,54,1078,206,0,201,11002430,,
29-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,25000000,384592,556
29-04-2020,Gujarat,22.2587,71.1924,3744,181,434,196,0,40,28350449,1494141,4732
29-04-2020,Haryana,29.0588,76.0856,310,3,209,14,0,26,49264,4166,707
29-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,25,0,0,3,6019923,773421,24653
29-04-2020,Jammu and Kashmir,33.7782,76.5762,565,8,176,19,0,12,249149,43200,25
29-04-2020,Jharkhand,23.6102,85.2799,103,3,17,21,0,4,2633737,624673,6173
29-04-2020,Karnataka,15.3173,75.7139,523,20,207,11,0,14,30226868,,
29-04-2020,Kerala,10.8505,76.2711,485,4,359,4,0,4,29827732,3624459,3008
29-04-2020,Ladakh,34.2996,78.2932,22,0,16,2,0,2,36224215,5335112,552117
29-04-2020,Madhya Pradesh,22.9734,78.6569,2387,120,377,219,0,75,41903714,,
29-04-2020,Maharashtra,19.7515,75.7139,9318,400,1388,728,0,106,3487616,364474,1028
29-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,1603660,395430,9788
29-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,22954921,,
29-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,273400000,17647179,235444
29-04-2020,Odisha,20.9517,85.0985,118,1,38,0,0,1,5343203,45522,82926
29-04-2020,Puducherry,11.9416,79.8083,8,0,3,0,0,0,78646,,
29-04-2020,Punjab,31.1471,75.3412,322,19,71,9,0,0,,2,0
29-04-2020,Rajasthan,27.0238,74.2179,2364,51,768,102,0,99,70707,5547,15
29-04-2020,Tamil Nadu,11.1271,78.6569,2058,25,1168,121,0,67,143281,23277,622
29-04-2020,Telengana,18.1124,79.0193,1004,26,321,0,0,0,112382,1399,9140
29-04-2020,Tripura,23.9408,91.9882,2,0,2,0,0,0,23687,2449,289
29-04-2020,Uttar Pradesh,26.8467,80.9462,2053,34,462,98,0,127,99138,6641,52
29-04-2020,Uttarakhand,30.0668,79.0193,54,0,33,3,0,0,85921,1605,9684
29-04-2020,West Bengal,22.9868,87.855,725,22,119,28,0,10,152231,16454,283
30-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,15,0,0,0,29036,5891,6
30-04-2020,Andhra Pradesh,15.9129,79.74,1332,31,287,73,0,29,42144668,743921,6189
30-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,1081824,84059,14
30-04-2020,Assam,26.2006,92.9376,38,1,29,0,0,2,9596815,1988209,8578
30-04-2020,Bihar,25.0961,85.3131,392,2,65,26,0,1,,42553,515
30-04-2020,Chandigarh,30.7333,76.7794,56,0,17,0,0,0,259958,,
30-04-2020,Chhattisgarh,21.2787,81.8661,38,0,34,0,0,0,23767171,1162140,76731
30-04-2020,Delhi,28.7041,77.1025,3439,56,1092,125,0,14,62056,9985,52
30-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0,7127129,1761664,5388
30-04-2020,Gujarat,22.2587,71.1924,4082,197,527,338,0,93,2656926,1003559,9287
30-04-2020,Haryana,29.0588,76.0856,310,3,209,0,0,0,5117,16357,1671
30-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,25,0,0,0,400466,13182,11986
30-04-2020,Jammu and Kashmir,33.7782,76.5762,581,8,192,16,0,16,24841314,3708347,78349
30-04-2020,Jharkhand,23.6102,85.2799,107,3,19,4,0,2,15804065,,
30-04-2020,Karnataka,15.3173,75.7139,535,21,216,12,0,9,389677,13514,3873
30-04-2020,Kerala,10.8505,76.2711,495,4,369,10,0,10,471036328,11548089,473589
30-04-2020,Ladakh,34.2996,78.2932,22,0,16,0,0,0,6486117,646921,239
30-04-2020,Madhya Pradesh,22.9734,78.6569,2561,129,461,174,0,84,3078533,576684,82
30-04-2020,Maharashtra,19.7515,75.7139,9915,432,1593,597,0,205,562941,,
30-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,236268,49455,29216
30-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,1021394,69549,747
30-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,18553837,2477725,8305
30-04-2020,Odisha,20.9517,85.0985,125,1,39,7,0,1,20927607,3551493,66506
30-04-2020,Puducherry,11.9416,79.8083,8,0,3,0,0,0,146269,52479,240
30-04-2020,Punjab,31.1471,75.3412,357,19,90,35,0,19,16207475,60634,706841
30-04-2020,Rajasthan,27.0238,74.2179,2438,51,768,74,0,0,,17264,0
30-04-2020,Tamil Nadu,11.1271,78.6569,2162,27,1210,104,0,42,,,
30-04-2020,Telengana,18.1124,79.0193,1012,26,367,8,0,46,17270775,4273599,70772
30-04-2020,Tripura,23.9408,91.9882,2,0,2,0,0,0,264799,22746,12
30-04-2020,Uttar Pradesh,26.8467,80.9462,2134,39,510,81,0,48,735638,36727,23
30-04-2020,Uttarakhand,30.0668,79.0193,55,0,36,1,0,3,518262,10110,928
30-04-2020,West Bengal,22.9868,87.855,758,22,124,33,0,5,726218,141354,9418
01-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,16,0,0,1,4592916,,
01-05-2020,Andhra Pradesh,15.9129,79.74,1403,31,321,71,0,34,160622710,14951238,3040
01-05-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,505354,5963,47
01-05-2020,Assam,26.2006,92.9376,42,1,29,4,0,0,2612795,100205,60268
01-05-2020,Bihar,25.0961,85.3131,418,2,82,26,0,17,519264096,21677896,305201
01-05-2020,Chandigarh,30.7333,76.7794,56,0,17,0,0,0,19521252,,
01-05-2020,Chhattisgarh,21.2787,81.8661,40,0,36,2,0,2,159103283,886128,14054
01-05-2020,Delhi,28.7041,77.1025,3515,59,1094,76,0,2,6114822,892434,2893
01-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,1016882505,81244260,1938567
01-05-2020,Gujarat,22.2587,71.1924,4395,214,613,313,0,86,1377915,236974,191
01-05-2020,Haryana,29.0588,76.0856,313,3,209,3,0,0,24976,7974,469
01-05-2020,Himachal Pradesh,31.1048,77.1734,40,1,28,0,0,3,3359014,516170,1040
01-05-2020,Jammu and Kashmir,33.7782,76.5762,614,8,216,33,0,24,85811485,9355040,1298525
01-05-2020,Jharkhand,23.6102,85.2799,109,3,20,2,0,1,20508,438,9
01-05-2020,Karnataka,15.3173,75.7139,565,21,229,30,0,13,,9,0
01-05-2020,Kerala,10.8505,76.2711,497,4,383,2,0,14,265253,9009,661
01-05-2020,Ladakh,34.2996,78.2932,22,0,16,0,0,0,3452554,315997,611
01-05-2020,Madhya Pradesh,22.9734,78.6569,2660,137,482,99,0,21,2287793,242417,1307
01-05-2020,Maharashtra,19.7515,75.7139,10498,459,1773,583,0,180,2287793,,
01-05-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,856,4,1930
01-05-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,974,88,8500
01-05-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,7877,755,15355
01-05-2020,Odisha,20.9517,85.0985,142,1,39,17,0,0,7377,0,6980
01-05-2020,Puducherry,11.9416,79.8083,8,0,5,0,0,2,2516,83337,66
01-05-2020,Punjab,31.1471,75.3412,357,19,90,0,0,0,18,80568,99
01-05-2020,Rajasthan,27.0238,74.2179,2584,58,836,146,0,68,34,419,9
01-05-2020,Tamil Nadu,11.1271,78.6569,2323,27,1258,161,0,48,55,452,83515
01-05-2020,Telengana,18.1124,79.0193,1038,26,397,26,0,30,599,799,573
01-05-2020,Tripura,23.9408,91.9882,2,0,2,0,0,0,967,9,33948
01-05-2020,Uttar Pradesh,26.8467,80.9462,2203,39,513,69,0,3,5615,2,6150
01-05-2020,Uttarakhand,30.0668,79.0193,57,0,36,2,0,0,5636,1108,3275
01-05-2020,West Bengal,22.9868,87.855,795,33,139,37,0,15,5,9289,53549
02-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,16,0,0,0,38248,58,5
02-05-2020,Andhra Pradesh,15.9129,79.74,1463,33,403,60,0,82,856,4,1930
02-05-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,974,88,8500
02-05-2020,Assam,26.2006,92.9376,43,1,32,1,0,3,7877,755,15355
02-05-2020,Bihar,25.0961,85.3131,471,3,98,53,0,16,7377,0,6980
02-05-2020,Chandigarh,30.7333,76.7794,88,0,17,32,0,0,2516,83337,66
02-05-2020,Chhattisgarh,21.2787,81.8661,43,0,36,3,0,0,18,80568,99
02-05-2020,Delhi,28.7041,77.1025,3738,61,1167,223,0,73,34,419,9
02-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,55,452,83515
02-05-2020,Gujarat,22.2587,71.1924,4721,236,735,326,0,122,599,799,573
02-05-2020,Haryana,29.0588,76.0856,360,4,227,47,0,18,951337,162202,9375
02-05-2020,Himachal Pradesh,31.1048,77.1734,40,1,30,0,0,2,1817530,271826,251
02-05-2020,Jammu and Kashmir,33.7782,76.5762,639,8,247,25,0,31,230861,178371,80570
02-05-2020,Jharkhand,23.6102,85.2799,111,3,20,2,0,0,249838,41021,982
02-05-2020,Karnataka,15.3173,75.7139,589,22,251,24,0,22,1499795,97149,145
02-05-2020,Kerala,10.8505,76.2711,497,4,392,0,0,9,51382,2916,59
02-05-2020,Ladakh,34.2996,78.2932,22,0,17,0,0,1,18901,7511,73
02-05-2020,Madhya Pradesh,22.9734,78.6569,2719,145,524,59,0,42,35716069,8895999,76591
02-05-2020,Maharashtra,19.7515,75.7139,11506,485,1879,1008,0,106,3068217,412048,2225
02-05-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,177885,35199,281
02-05-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,70885598,6199822,386179
02-05-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,185034905,4135885,58304
02-05-2020,Odisha,20.9517,85.0985,149,1,55,7,0,16,6838458,782869,60
02-05-2020,Puducherry,11.9416,79.8083,8,0,5,0,0,0,233473,32488,582
02-05-2020,Punjab,31.1471,75.3412,480,19,90,123,0,0,9775981,569758,5760
02-05-2020,Rajasthan,27.0238,74.2179,2666,62,1116,82,0,280,14051455,1899419,24466
02-05-2020,Tamil Nadu,11.1271,78.6569,2526,28,1312,203,0,54,669421,71497,4331
02-05-2020,Telengana,18.1124,79.0193,1039,26,441,1,0,44,13220483,,
02-05-2020,Tripura,23.9408,91.9882,2,0,2,0,0,0,33846023,3941350,143434
02-05-2020,Uttar Pradesh,26.8467,80.9462,2328,42,654,125,0,141,549217,56761,459
02-05-2020,Uttarakhand,30.0668,79.0193,58,0,36,1,0,0,604310,25506,1283
02-05-2020,West Bengal,22.9868,87.855,795,33,139,0,0,0,893980,13664,336
03-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,16,0,0,0,2303690,59491,58
03-05-2020,Andhra Pradesh,15.9129,79.74,1525,33,441,62,0,38,2705422,863665,20538
03-05-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,1767199,,
03-05-2020,Assam,26.2006,92.9376,43,1,32,0,0,0,2026898,303026,608
03-05-2020,Bihar,25.0961,85.3131,481,4,107,10,0,9,63776166,29718402,298772
03-05-2020,Chandigarh,30.7333,76.7794,88,0,17,0,0,0,103637,,
03-05-2020,Chhattisgarh,21.2787,81.8661,43,0,36,0,0,0,717784,142788,1651
03-05-2020,Delhi,28.7041,77.1025,4122,64,1256,384,0,89,9924259,1014302,110157
03-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,248995,20439,32
03-05-2020,Gujarat,22.2587,71.1924,5054,262,896,333,0,161,345742,,
03-05-2020,Haryana,29.0588,76.0856,360,4,227,0,0,0,400982,55613,91
03-05-2020,Himachal Pradesh,31.1048,77.1734,40,1,33,0,0,3,2961934,133194,12
03-05-2020,Jammu and Kashmir,33.7782,76.5762,666,8,254,27,0,7,1751774,117791,62
03-05-2020,Jharkhand,23.6102,85.2799,115,3,22,4,0,2,61436458,3499564,281554
03-05-2020,Karnataka,15.3173,75.7139,601,25,271,12,0,20,30126,9829,51
03-05-2020,Kerala,10.8505,76.2711,499,4,400,2,0,8,222773,8553,14997
03-05-2020,Ladakh,34.2996,78.2932,22,0,17,0,0,0,81294,6859,7677
03-05-2020,Madhya Pradesh,22.9734,78.6569,2846,151,624,127,0,100,191341,4874,2347
03-05-2020,Maharashtra,19.7515,75.7139,12296,521,2000,790,0,121,1252808,74574,528
03-05-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,37693651,3468131,79669
03-05-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,44972952,,
03-05-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,5375,82,0
03-05-2020,Odisha,20.9517,85.0985,157,1,56,8,0,1,160000000,210454,6141
03-05-2020,Puducherry,11.9416,79.8083,8,0,5,0,0,0,34675581,5928829,26666
03-05-2020,Punjab,31.1471,75.3412,772,20,112,292,0,22,,7933,7
03-05-2020,Rajasthan,27.0238,74.2179,2770,65,1121,104,0,5,347815,20178,3516
03-05-2020,Tamil Nadu,11.1271,78.6569,2757,29,1341,231,0,29,17469,5291,118
03-05-2020,Telengana,18.1124,79.0193,1063,28,458,24,0,17,4401922,841683,16037
03-05-2020,Tripura,23.9408,91.9882,4,0,2,2,0,0,1509861,81168,22
03-05-2020,Uttar Pradesh,26.8467,80.9462,2487,43,689,159,0,35,4838151,1111405,4115
03-05-2020,Uttarakhand,30.0668,79.0193,59,0,39,1,0,3,12920253,1095534,526
03-05-2020,West Bengal,22.9868,87.855,922,33,151,127,0,12,496693,42203,539
04-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,32,0,0,16,9477138,124370,352309
04-05-2020,Andhra Pradesh,15.9129,79.74,1583,33,488,58,0,47,55323981,3871654,3948
04-05-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,846704,50930,34756
04-05-2020,Assam,26.2006,92.9376,43,1,32,0,0,0,127345763,2960386,9994
04-05-2020,Bihar,25.0961,85.3131,503,4,125,22,0,18,305941,15427,15
04-05-2020,Chandigarh,30.7333,76.7794,94,0,19,6,0,2,194894,12323,299
04-05-2020,Chhattisgarh,21.2787,81.8661,57,0,36,14,0,0,3305829,575583,453
04-05-2020,Delhi,28.7041,77.1025,4549,64,1362,427,0,106,2470170,,
04-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,3693367,442182,48850
04-05-2020,Gujarat,22.2587,71.1924,5428,290,1042,374,0,146,1950448,150662,7298
04-05-2020,Haryana,29.0588,76.0856,442,5,245,82,0,18,317211,15701,26
04-05-2020,Himachal Pradesh,31.1048,77.1734,40,1,34,0,0,1,23693,9632,10
04-05-2020,Jammu and Kashmir,33.7782,76.5762,701,8,287,35,0,33,3345340,514836,56530
04-05-2020,Jharkhand,23.6102,85.2799,115,3,22,0,0,0,4836364,455757,7670
04-05-2020,Karnataka,15.3173,75.7139,614,25,293,13,0,22,778000,7693,26937
04-05-2020,Kerala,10.8505,76.2711,500,4,401,1,0,1,8632,,
04-05-2020,Ladakh,34.2996,78.2932,41,0,17,19,0,0,517703,62875,1036
04-05-2020,Madhya Pradesh,22.9734,78.6569,2846,156,798,0,0,174,10832080,,
04-05-2020,Maharashtra,19.7515,75.7139,12974,548,2115,678,0,115,271490188,28156674,856871
04-05-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,631628,11254,70133
04-05-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,,,
04-05-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,1594523,47297,7
04-05-2020,Odisha,20.9517,85.0985,162,1,56,5,0,0,155686,11591,43
04-05-2020,Puducherry,11.9416,79.8083,8,0,5,0,0,0,16920079,1637293,1117
04-05-2020,Punjab,31.1471,75.3412,1102,21,117,330,0,5,122332384,23956700,1685607
04-05-2020,Rajasthan,27.0238,74.2179,2886,71,1356,116,0,235,2442206,159788,47
04-05-2020,Tamil Nadu,11.1271,78.6569,3023,30,1379,266,0,38,534283,16579,1448
04-05-2020,Telengana,18.1124,79.0193,1082,29,490,19,0,32,81233888,3306014,57014
04-05-2020,Tripura,23.9408,91.9882,16,0,2,12,0,0,164926,2761,9189
04-05-2020,Uttar Pradesh,26.8467,80.9462,2645,43,754,158,0,65,157363,14634,1489
04-05-2020,Uttarakhand,30.0668,79.0193,60,0,39,1,0,0,938039,2250,137026
04-05-2020,West Bengal,22.9868,87.855,963,35,151,41,0,0,4543522,831794,2291
05-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,32,0,0,0,136655,8010,41
05-05-2020,Andhra Pradesh,15.9129,79.74,1650,36,524,67,0,36,660107,36113,42
05-05-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0,610906,62301,275
05-05-2020,Assam,26.2006,92.9376,43,1,32,0,0,0,132422,29605,273
05-05-2020,Bihar,25.0961,85.3131,528,4,130,25,0,5,,29,0
05-05-2020,Chandigarh,30.7333,76.7794,102,1,21,8,0,2,1365056,132358,281136
05-05-2020,Chhattisgarh,21.2787,81.8661,58,0,36,1,0,0,11394556,1821435,42170
05-05-2020,Delhi,28.7041,77.1025,4898,64,1431,349,0,69,2264004,,
05-05-2020,Goa,15.2993,74.124,7,0,7,0,0,0,843836914,42579693,17692
05-05-2020,Gujarat,22.2587,71.1924,5804,319,1195,376,0,153,97245391,5889534,4784
05-05-2020,Haryana,29.0588,76.0856,517,6,254,75,0,9,51771715,7020835,65992
05-05-2020,Himachal Pradesh,31.1048,77.1734,41,1,34,1,0,0,18529376,2299985,1257
05-05-2020,Jammu and Kashmir,33.7782,76.5762,726,8,303,25,0,16,12144747,1499879,28369
05-05-2020,Jharkhand,23.6102,85.2799,115,3,27,0,0,5,150753,26794,1517
05-05-2020,Karnataka,15.3173,75.7139,651,27,321,37,0,28,41373364,4081150,14894
05-05-2020,Kerala,10.8505,76.2711,500,4,462,0,0,61,217853667,15894511,998118
05-05-2020,Ladakh,34.2996,78.2932,41,0,17,0,0,0,1031235,84883,44102
05-05-2020,Madhya Pradesh,22.9734,78.6569,2942,165,798,96,0,0,50444181,7951587,356585
05-05-2020,Maharashtra,19.7515,75.7139,14541,583,2465,1567,0,350,16670254,1678941,1227
05-05-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0,11575012,1291669,306
05-05-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0,3630986,318142,235
05-05-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0,,2602,478
05-05-2020,Odisha,20.9517,85.0985,169,1,60,7,0,4,8071763,629114,405
05-05-2020,Puducherry,11.9416,79.8083,8,0,5,0,0,0,1907195,196406,1596
05-05-2020,Punjab,31.1471,75.3412,1233,23,121,131,0,4,1232128,,
05-05-2020,Rajasthan,27.0238,74.2179,3061,77,1394,175,0,38,7217715,816253,3648
05-05-2020,Tamil Nadu,11.1271,78.6569,3550,31,1409,527,0,30,4795578,1084853,2696
05-05-2020,Telengana,18.1124,79.0193,1085,29,585,3,0,95,431221,24155,8058
05-05-2020,Tripura,23.9408,91.9882,29,0,2,13,0,0,139824,5747,1410
